"leave","country_code","gender","age","years_education","news_consumption","trust_people","trust_politicians","past_vote","immig_econ","immig_culture","country_attach","religion","climate_change","imp_tradition","imp_equality","income","eu_integration","trade_union","unemployed","train"
0,"SE","Male",72,12,120,4,5,"Yes",6,7,6,"Islamic",2,1,1,0,7,1,FALSE,FALSE
0,"SE","Female",71,11,120,8,6,"Yes",3,7,10,"Protestant",2,1,1,1,5,1,FALSE,FALSE
1,"SE","Female",71,15,30,6,4,"Yes",5,5,10,"Protestant",2,1,4,0,2,1,FALSE,FALSE
0,"SE","Female",71,13,45,7,6,"Yes",5,7,9,"Protestant",2,3,2,0,4,1,FALSE,TRUE
0,"SE","Male",71,10,120,8,6,"Yes",8,8,8,"Protestant",2,2,2,1,8,1,FALSE,FALSE
0,"SE","Female",71,16,60,2,2,"Yes",8,8,8,"Protestant",4,3,1,1,2,1,FALSE,FALSE
0,"SE","Female",72,11,120,4,5,"Yes",6,5,7,"Roman Catholic",2,2,1,0,6,0,FALSE,FALSE
0,"SE","Male",71,20,60,8,7,"Yes",7,7,9,"Protestant",4,2,1,0,5,1,FALSE,TRUE
0,"SE","Male",71,18,60,5,4,"Yes",8,8,7,"Protestant",3,3,2,1,3,1,FALSE,TRUE
0,"SE","Male",70,14,60,8,7,"Yes",8,8,10,"Protestant",2,2,2,1,6,1,FALSE,FALSE
1,"SE","Female",70,15,60,7,2,"Yes",9,9,10,"Other",2,2,1,1,3,1,FALSE,TRUE
0,"SE","Male",70,13,120,7,2,"Yes",3,2,8,"Protestant",4,2,2,1,2,1,FALSE,FALSE
1,"SE","Female",70,18,30,8,0,"Yes",5,10,9,"Roman Catholic",2,4,1,0,2,1,FALSE,TRUE
1,"SE","Male",70,19,10,8,8,"Yes",7,9,9,"Protestant",2,3,2,1,4,1,FALSE,FALSE
0,"SE","Male",70,14,60,7,3,"Yes",5,8,7,"Protestant",3,2,3,0,8,1,FALSE,TRUE
1,"SE","Female",70,11,120,5,4,"Yes",4,10,10,"Protestant",5,3,1,0,2,1,FALSE,FALSE
0,"SE","Male",70,17,60,7,5,"Yes",2,8,7,"Protestant",4,5,1,1,3,1,FALSE,TRUE
0,"SE","Male",70,0,90,7,5,"Yes",6,10,10,"Protestant",3,3,1,1,7,1,FALSE,TRUE
0,"SE","Male",70,7,30,4,7,"Yes",8,8,7,"Protestant",2,2,4,0,8,1,FALSE,TRUE
0,"SE","Male",70,8,240,5,5,"Yes",7,8,9,"Protestant",3,4,1,0,8,1,FALSE,FALSE
0,"SE","Male",70,13,60,7,6,"Yes",7,6,9,"Protestant",2,2,3,0,4,1,FALSE,FALSE
0,"SE","Male",70,12,90,4,7,"Yes",7,8,10,"Protestant",2,2,1,1,6,1,FALSE,TRUE
0,"SE","Male",69,20,60,4,6,"Yes",6,6,10,"Protestant",2,3,2,1,3,1,FALSE,TRUE
0,"SE","Female",70,13,45,6,6,"Yes",7,8,8,"Protestant",3,1,1,0,6,1,FALSE,FALSE
0,"SE","Female",70,12,120,5,7,"Yes",7,7,10,"Protestant",3,2,2,0,7,1,FALSE,FALSE
0,"SE","Female",69,9,90,5,4,"Yes",7,8,10,"Protestant",4,1,1,0,8,1,FALSE,TRUE
0,"SE","Female",69,13,30,8,7,"Yes",5,10,10,"Protestant",1,1,5,1,5,0,FALSE,TRUE
0,"SE","Female",69,18,60,6,5,"Yes",6,7,10,"Protestant",3,2,2,1,7,1,FALSE,FALSE
1,"SE","Female",69,15,180,8,7,"Yes",8,10,5,"Protestant",2,3,1,0,5,1,FALSE,TRUE
0,"SE","Male",69,12,30,3,3,"Yes",6,5,8,"Protestant",3,4,3,1,3,1,FALSE,FALSE
0,"SE","Female",69,13,20,9,7,"Yes",9,9,8,"Protestant",2,3,1,0,6,1,FALSE,FALSE
0,"SE","Male",69,18,90,10,6,"Yes",10,10,8,"Jewish",3,3,2,1,5,0,FALSE,FALSE
0,"SE","Female",69,19,150,8,6,"Yes",7,8,9,"Protestant",2,3,1,1,7,1,FALSE,TRUE
0,"SE","Female",69,16,180,8,4,"Yes",8,9,10,"Protestant",3,2,1,1,6,1,FALSE,TRUE
0,"SE","Male",69,14,120,5,5,"Yes",8,4,10,"Protestant",2,4,5,1,3,1,FALSE,FALSE
0,"SE","Male",69,9,30,8,4,"Yes",6,8,8,"Protestant",3,2,2,1,4,1,FALSE,TRUE
0,"SE","Male",69,17,90,5,5,"No",7,5,5,"Roman Catholic",3,3,2,0,8,1,FALSE,TRUE
0,"SE","Female",69,15,180,8,5,"Yes",9,10,7,"Protestant",3,5,3,0,8,1,FALSE,FALSE
1,"SE","Female",69,18,30,8,6,"No",8,8,6,"Protestant",2,3,2,1,5,1,FALSE,TRUE
0,"SE","Female",69,11,240,9,7,"Yes",8,9,9,"Protestant",2,3,3,1,6,1,FALSE,FALSE
0,"SE","Male",68,21,120,8,3,"Yes",5,8,10,"Protestant",2,1,1,1,4,1,FALSE,TRUE
0,"SE","Female",68,11,60,5,5,"Yes",5,5,8,"Protestant",3,2,2,0,5,1,FALSE,TRUE
0,"SE","Male",68,18,60,8,7,"Yes",8,9,10,"Protestant",2,3,3,1,7,1,FALSE,TRUE
0,"SE","Male",68,18,180,5,6,"Yes",8,7,7,"Protestant",4,4,1,1,5,0,FALSE,FALSE
1,"SE","Male",68,12,90,2,3,"Yes",3,8,7,"Protestant",2,4,2,0,2,1,FALSE,FALSE
1,"SE","Female",68,14,60,5,3,"Yes",5,6,10,"Protestant",5,3,3,1,5,1,FALSE,FALSE
0,"SE","Female",68,2,45,8,8,"Yes",8,9,8,"Protestant",3,4,2,1,5,1,FALSE,TRUE
0,"SE","Female",68,8,40,7,7,"Yes",6,5,10,"Protestant",4,2,3,0,4,1,FALSE,TRUE
0,"SE","Male",69,12,150,7,5,"Yes",8,9,9,"Protestant",3,5,2,1,7,1,FALSE,TRUE
1,"SE","Female",68,9,30,8,6,"Yes",4,6,10,"Protestant",3,2,3,1,4,1,FALSE,FALSE
0,"SE","Female",68,16,60,8,4,"Yes",7,9,10,"Protestant",3,2,2,1,5,1,FALSE,FALSE
1,"SE","Male",68,11,60,6,6,"Yes",6,8,10,"Protestant",3,1,1,1,7,1,FALSE,FALSE
0,"SE","Male",67,16,30,7,2,"Yes",8,6,7,"Protestant",2,4,2,1,3,0,FALSE,FALSE
0,"SE","Female",67,9,30,8,1,"Yes",10,10,10,"Protestant",3,4,1,1,5,1,FALSE,FALSE
1,"SE","Female",67,16,120,6,7,"Yes",8,8,6,"Protestant",3,4,1,1,4,1,FALSE,TRUE
0,"SE","Female",67,14,90,9,4,"Yes",8,8,9,"Protestant",2,4,2,0,3,1,FALSE,FALSE
0,"SE","Male",67,15,90,9,3,"Yes",8,10,9,"Protestant",3,2,2,1,5,1,FALSE,TRUE
0,"SE","Male",67,7,60,2,5,"Yes",5,5,10,"Protestant",2,3,5,1,5,1,FALSE,TRUE
0,"SE","Male",67,11,120,8,5,"Yes",6,8,10,"Protestant",3,3,2,0,4,1,FALSE,FALSE
1,"SE","Female",67,10,30,5,5,"Yes",4,5,7,"Protestant",3,2,1,0,5,0,FALSE,FALSE
1,"SE","Male",67,14,60,5,3,"Yes",7,7,8,"Protestant",2,3,2,1,2,1,FALSE,TRUE
0,"SE","Male",67,13,30,7,6,"Yes",6,7,10,"Protestant",4,3,1,1,8,1,FALSE,TRUE
0,"SE","Male",67,12,120,8,8,"Yes",8,10,10,"Protestant",3,3,2,1,8,1,FALSE,TRUE
1,"SE","Female",67,9,15,4,3,"Yes",2,2,10,"Protestant",2,1,1,0,6,1,FALSE,TRUE
0,"SE","Male",66,9,360,6,6,"Yes",7,8,10,"Islamic",3,1,2,1,7,1,FALSE,FALSE
0,"SE","Female",66,19,60,7,8,"Yes",9,10,9,"Protestant",4,5,1,1,4,1,FALSE,TRUE
0,"SE","Female",66,9,30,7,5,"Yes",7,10,10,"Protestant",2,2,2,1,5,1,FALSE,FALSE
1,"SE","Male",66,16,60,6,5,"Yes",5,6,7,"Protestant",3,2,2,1,2,1,FALSE,TRUE
0,"SE","Male",66,12,90,7,6,"Yes",6,7,8,"Protestant",3,3,2,1,5,1,FALSE,TRUE
0,"SE","Female",66,10,30,0,5,"Yes",4,5,10,"Protestant",3,2,2,1,5,1,FALSE,FALSE
0,"SE","Female",65,8,0,8,0,"Yes",1,2,8,"Protestant",4,4,4,1,0,1,FALSE,FALSE
0,"SE","Male",65,12,60,8,5,"Yes",9,9,9,"Protestant",3,3,2,1,2,1,FALSE,TRUE
1,"SE","Female",65,11,180,3,0,"Yes",2,1,10,"Protestant",3,3,2,0,0,1,FALSE,TRUE
0,"SE","Male",65,8,60,6,5,"Yes",8,7,10,"Protestant",3,2,2,1,6,1,FALSE,TRUE
1,"SE","Female",66,8,60,5,0,"Yes",1,2,5,"Protestant",4,3,2,0,1,1,FALSE,FALSE
1,"SE","Male",65,14,60,8,1,"Yes",7,7,10,"Protestant",2,6,2,0,0,1,FALSE,FALSE
0,"SE","Male",64,15,60,7,5,"Yes",7,5,9,"Protestant",4,2,1,1,2,0,FALSE,TRUE
0,"SE","Male",64,10,120,7,3,"Yes",4,5,9,"Protestant",3,5,2,0,3,0,FALSE,FALSE
0,"SE","Female",64,14,120,8,6,"Yes",4,5,10,"Protestant",2,1,1,0,6,1,FALSE,TRUE
0,"SE","Female",64,16,60,7,6,"Yes",5,5,9,"Protestant",2,4,2,0,8,1,FALSE,TRUE
0,"SE","Female",64,18,15,9,7,"Yes",8,9,9,"Protestant",3,3,3,1,5,1,FALSE,TRUE
0,"SE","Female",64,10,90,6,4,"Yes",7,7,9,"Protestant",3,3,4,1,6,1,FALSE,TRUE
1,"SE","Female",64,17,30,4,6,"Yes",9,8,6,"Protestant",4,6,2,0,1,1,FALSE,TRUE
1,"SE","Female",64,17,90,6,4,"Yes",7,10,9,"Protestant",3,2,1,1,5,1,FALSE,TRUE
0,"SE","Female",64,15,60,7,5,"Yes",6,7,9,"Protestant",2,2,4,1,4,1,FALSE,FALSE
0,"SE","Female",64,12,180,5,3,"Yes",5,7,10,"Protestant",3,2,3,0,4,1,FALSE,TRUE
1,"SE","Male",64,7,30,3,5,"Yes",8,8,5,"Protestant",4,2,1,0,10,1,FALSE,FALSE
0,"SE","Female",63,15,60,7,8,"Yes",7,5,9,"Protestant",2,3,1,1,3,0,FALSE,TRUE
0,"SE","Male",63,11,60,4,7,"Yes",7,7,10,"Protestant",1,2,2,0,6,1,FALSE,TRUE
0,"SE","Female",63,15,180,7,6,"Yes",10,10,10,"Protestant",3,4,1,0,3,1,FALSE,TRUE
1,"SE","Female",63,13,60,7,5,"Yes",5,8,9,"Protestant",3,2,2,1,4,1,FALSE,TRUE
0,"SE","Female",63,12,30,9,8,"Yes",3,7,10,"Protestant",2,1,4,0,5,1,FALSE,TRUE
0,"SE","Male",63,11,30,5,5,"Yes",3,6,8,"Protestant",2,3,3,1,4,1,FALSE,TRUE
0,"SE","Male",63,14,120,2,3,"Yes",5,6,9,"Protestant",2,6,3,1,4,1,FALSE,TRUE
0,"SE","Female",63,16,60,8,5,"Yes",8,10,7,"Protestant",3,5,3,0,6,1,FALSE,FALSE
0,"SE","Female",63,12,50,7,4,"Yes",5,10,10,"Protestant",2,1,1,1,5,1,FALSE,FALSE
1,"SE","Female",63,16,60,7,7,"Yes",6,8,10,"Protestant",3,4,3,1,3,1,FALSE,TRUE
1,"SE","Female",63,10,60,8,2,"Yes",5,5,10,"Protestant",2,4,2,0,6,1,FALSE,FALSE
0,"SE","Male",63,18,150,8,7,"Yes",6,7,9,"Protestant",2,3,2,1,5,1,FALSE,FALSE
1,"SE","Female",62,19,150,9,7,"Yes",8,6,9,"Protestant",3,2,1,1,2,1,FALSE,TRUE
0,"SE","Female",62,14,45,6,6,"Yes",7,6,8,"Protestant",3,4,2,0,6,1,FALSE,FALSE
0,"SE","Female",62,12,15,7,6,"Yes",5,8,9,"Protestant",3,2,4,0,5,1,FALSE,FALSE
0,"SE","Female",63,21,30,10,5,"Yes",5,7,7,"Protestant",3,3,1,1,5,1,FALSE,TRUE
0,"SE","Male",62,13,60,8,6,"Yes",7,7,9,"Other",2,2,2,0,5,1,FALSE,FALSE
1,"SE","Male",62,11,185,3,2,"Yes",3,3,2,"Protestant",5,4,3,0,4,1,TRUE,TRUE
1,"SE","Female",62,11,75,7,3,"Yes",7,7,10,"Protestant",3,2,2,1,1,1,FALSE,FALSE
1,"SE","Female",62,12,60,8,5,"Yes",5,7,8,"Islamic",4,4,1,0,3,1,FALSE,TRUE
0,"SE","Male",63,11,150,5,3,"Yes",5,7,8,"Islamic",3,2,2,0,5,1,FALSE,TRUE
0,"SE","Female",62,18,120,7,5,"Yes",7,10,8,"Protestant",3,4,2,1,7,1,FALSE,FALSE
0,"SE","Female",61,15,30,10,4,"Yes",8,10,10,"Protestant",2,3,1,1,5,1,FALSE,FALSE
0,"SE","Female",61,15,60,9,7,"Yes",9,10,6,"Protestant",3,4,1,1,1,1,FALSE,TRUE
0,"SE","Female",61,12,150,8,7,"Yes",8,9,9,"Protestant",4,3,2,1,5,1,FALSE,TRUE
1,"SE","Male",61,11,45,5,5,"Yes",5,7,10,"Protestant",2,1,2,1,5,1,FALSE,TRUE
0,"SE","Male",61,13,20,8,6,"Yes",5,10,8,"Protestant",3,2,2,1,4,1,FALSE,FALSE
1,"SE","Male",61,11,30,6,5,"Yes",4,6,8,"Other",2,4,2,1,6,1,FALSE,TRUE
0,"SE","Male",61,13,60,9,7,"Yes",8,10,9,"Protestant",3,3,1,1,4,1,FALSE,TRUE
1,"SE","Male",61,12,60,0,4,"Yes",3,3,10,"Protestant",3,2,2,1,3,1,FALSE,FALSE
0,"SE","Female",61,14,180,7,6,"Yes",10,10,8,"Protestant",4,1,1,1,5,1,FALSE,FALSE
1,"SE","Male",60,9,30,7,2,"Yes",2,2,10,"Protestant",3,3,5,1,3,0,FALSE,FALSE
0,"SE","Female",60,19,45,8,5,"Yes",6,8,8,"Protestant",4,3,3,1,3,1,FALSE,TRUE
0,"SE","Female",60,13,60,5,3,"Yes",5,5,10,"Protestant",3,2,1,1,5,1,FALSE,TRUE
0,"SE","Female",60,14,30,8,4,"Yes",9,10,10,"Protestant",2,1,2,1,3,1,FALSE,FALSE
0,"SE","Female",60,11,65,7,7,"Yes",8,8,8,"Protestant",4,2,1,1,7,1,FALSE,TRUE
0,"SE","Male",60,11,10,5,4,"Yes",4,6,10,"Protestant",3,5,2,0,7,1,FALSE,TRUE
0,"SE","Male",60,12,120,0,1,"Yes",5,5,10,"Protestant",2,1,2,1,5,0,FALSE,FALSE
0,"SE","Male",60,13,60,6,6,"Yes",8,8,8,"Protestant",1,4,3,0,5,1,FALSE,FALSE
0,"SE","Female",60,13,60,6,5,"Yes",8,8,8,"Protestant",3,3,2,1,7,1,FALSE,FALSE
1,"SE","Female",59,18,60,6,4,"Yes",8,9,7,"Protestant",3,4,3,1,4,1,FALSE,FALSE
0,"SE","Male",59,11,60,8,6,"Yes",6,6,7,"Protestant",3,2,2,1,3,1,FALSE,TRUE
0,"SE","Female",59,11,60,7,7,"Yes",3,9,5,"Other",4,1,1,1,9,1,FALSE,FALSE
1,"SE","Male",59,19,120,8,6,"Yes",10,10,6,"Protestant",2,2,1,1,0,0,FALSE,TRUE
0,"SE","Male",59,13,60,7,4,"Yes",3,6,8,"Protestant",4,3,2,0,4,1,FALSE,FALSE
0,"SE","Male",58,12,55,8,5,"Yes",6,7,10,"Protestant",3,2,3,1,6,1,FALSE,TRUE
1,"SE","Female",58,16,60,7,7,"Yes",3,8,9,"Protestant",3,4,1,1,3,1,FALSE,TRUE
1,"SE","Female",57,13,30,7,4,"Yes",2,3,9,"Protestant",2,1,4,1,1,1,FALSE,FALSE
0,"SE","Female",58,13,60,6,4,"Yes",2,6,9,"Protestant",3,1,2,1,4,1,FALSE,TRUE
1,"SE","Female",57,17,30,3,3,"Yes",3,8,9,"Protestant",5,1,3,1,5,1,FALSE,TRUE
0,"SE","Female",57,15,30,2,2,"Yes",7,8,10,"Protestant",3,3,2,0,6,1,FALSE,FALSE
0,"SE","Male",56,11,3,10,4,"Yes",5,8,9,"Protestant",2,3,4,1,5,1,FALSE,FALSE
0,"SE","Female",56,15,60,9,6,"Yes",7,10,10,"Protestant",5,3,2,1,8,1,FALSE,FALSE
0,"SE","Female",56,18,60,9,5,"Yes",5,9,7,"Protestant",3,3,2,1,5,1,FALSE,FALSE
0,"SE","Female",57,17,120,8,7,"Yes",7,5,10,"Protestant",5,3,1,0,3,0,FALSE,FALSE
0,"SE","Male",56,15,30,8,8,"Yes",8,9,9,"Protestant",3,3,2,1,10,1,FALSE,FALSE
1,"SE","Male",56,19,15,6,3,"Yes",7,10,6,"Protestant",3,4,1,1,5,1,FALSE,FALSE
1,"SE","Female",56,15,100,7,6,"Yes",5,6,10,"Protestant",4,2,1,1,4,1,FALSE,FALSE
0,"SE","Female",56,13,60,5,6,"Yes",8,8,9,"Protestant",3,3,2,1,5,1,FALSE,TRUE
0,"SE","Male",56,20,45,10,6,"Yes",8,10,5,"Protestant",1,6,1,1,8,1,FALSE,FALSE
0,"SE","Male",56,11,120,3,3,"No",5,5,5,"Islamic",3,3,1,1,4,1,FALSE,TRUE
0,"SE","Male",55,19,40,7,6,"Yes",7,7,6,"Protestant",3,1,1,0,5,1,FALSE,FALSE
0,"SE","Female",55,12,60,7,3,"Yes",3,2,10,"Protestant",4,2,2,1,6,1,FALSE,TRUE
0,"SE","Male",55,11,30,7,2,"No",4,3,10,"Protestant",3,2,2,0,5,1,FALSE,FALSE
0,"SE","Female",55,14,60,5,4,"Yes",7,9,8,"Protestant",3,4,2,1,6,1,FALSE,TRUE
0,"SE","Female",55,12,45,7,6,"Yes",6,7,10,"Protestant",3,3,2,1,5,1,FALSE,FALSE
0,"SE","Male",55,14,90,8,6,"Yes",7,8,10,"Protestant",3,2,1,1,6,1,FALSE,TRUE
0,"SE","Female",55,15,60,9,6,"Yes",9,0,10,"Protestant",2,4,1,1,6,1,FALSE,TRUE
1,"SE","Female",55,12,90,7,5,"Yes",3,3,10,"Protestant",3,3,2,0,5,1,FALSE,FALSE
1,"SE","Male",55,9,10,8,7,"Yes",5,6,10,"Protestant",2,5,3,1,4,1,FALSE,FALSE
1,"SE","Female",55,11,80,6,4,"Yes",3,7,8,"Protestant",3,3,2,1,3,1,FALSE,TRUE
0,"SE","Male",55,12,120,9,8,"Yes",9,10,8,"Islamic",2,4,1,1,8,1,FALSE,FALSE
1,"SE","Female",55,19,130,7,2,"Yes",6,8,8,"Roman Catholic",2,2,2,1,5,1,FALSE,TRUE
0,"SE","Female",54,10,3,5,5,"Yes",9,2,9,"Roman Catholic",3,1,1,0,2,1,FALSE,TRUE
0,"SE","Female",54,15,60,7,5,"Yes",3,10,10,"Protestant",2,2,3,0,3,1,FALSE,TRUE
0,"SE","Female",54,12,2,7,0,"No",5,10,8,"Other",1,1,1,1,5,1,FALSE,FALSE
1,"SE","Female",54,7,150,7,4,"Yes",7,5,10,"Islamic",3,1,1,1,7,1,FALSE,TRUE
0,"SE","Female",54,15,20,7,6,"Yes",7,8,9,"Other",3,3,1,1,7,1,FALSE,FALSE
0,"SE","Female",54,17,120,5,7,"Yes",8,8,6,"Islamic",4,2,1,0,6,1,FALSE,FALSE
0,"SE","Male",54,14,30,8,7,"Yes",6,8,10,"Protestant",3,4,2,1,3,0,FALSE,FALSE
0,"SE","Female",54,13,15,7,6,"Yes",5,8,9,"Protestant",4,2,1,1,3,1,FALSE,TRUE
0,"SE","Male",53,20,90,3,2,"Yes",7,9,7,"Islamic",4,3,1,1,9,1,FALSE,TRUE
0,"SE","Female",53,16,60,7,6,"Yes",7,9,8,"Protestant",2,3,2,1,3,1,FALSE,FALSE
0,"SE","Male",53,14,120,7,7,"Yes",6,4,8,"Roman Catholic",2,3,2,1,2,1,FALSE,TRUE
0,"SE","Female",53,17,120,7,7,"Yes",9,9,9,"Roman Catholic",3,3,1,1,8,1,FALSE,FALSE
1,"SE","Female",53,13,0,3,2,"Yes",9,5,10,"Protestant",3,1,4,0,1,1,FALSE,TRUE
0,"SE","Male",53,19,120,8,7,"Yes",8,8,10,"Protestant",4,2,1,1,5,1,FALSE,FALSE
0,"SE","Male",54,13,60,7,7,"Yes",8,8,8,"Protestant",3,4,3,1,6,1,FALSE,TRUE
0,"SE","Female",53,18,60,10,5,"Yes",3,5,5,"Protestant",3,1,2,0,2,1,FALSE,FALSE
0,"SE","Male",53,21,180,8,6,"Yes",8,9,7,"Protestant",3,2,1,1,5,1,FALSE,TRUE
0,"SE","Female",53,15,90,7,6,"Yes",7,9,10,"Protestant",4,3,1,1,6,1,FALSE,TRUE
0,"SE","Female",52,13,10,9,8,"Yes",10,10,8,"Protestant",2,3,2,1,5,1,FALSE,FALSE
0,"SE","Male",52,20,90,9,5,"Yes",8,6,2,"Protestant",3,3,2,1,7,1,FALSE,TRUE
0,"SE","Female",52,10,30,6,5,"Yes",6,8,8,"Protestant",2,2,2,0,5,1,FALSE,FALSE
1,"SE","Male",52,21,60,0,0,"Yes",5,5,7,"Roman Catholic",3,2,1,1,5,1,FALSE,FALSE
0,"SE","Male",52,17,90,8,7,"Yes",7,8,7,"Protestant",3,5,2,1,7,1,FALSE,FALSE
0,"SE","Male",51,16,90,5,5,"Yes",3,6,8,"Other",3,3,2,1,8,1,FALSE,TRUE
1,"SE","Male",51,16,25,8,7,"Yes",6,8,9,"Protestant",3,2,2,1,3,1,FALSE,FALSE
0,"SE","Male",51,13,45,7,7,"Yes",7,8,7,"Protestant",2,2,4,1,2,1,FALSE,FALSE
0,"SE","Female",51,19,150,9,6,"Yes",8,10,6,"Protestant",2,3,1,1,8,1,FALSE,TRUE
0,"SE","Male",51,17,60,5,4,"Yes",5,3,9,"Protestant",3,3,4,1,4,0,FALSE,FALSE
0,"SE","Female",51,16,25,7,5,"Yes",5,7,9,"Protestant",3,3,2,1,6,1,FALSE,TRUE
1,"SE","Male",51,9,5,3,4,"Yes",0,0,10,"Protestant",3,2,3,1,4,0,FALSE,TRUE
1,"SE","Male",51,14,60,7,6,"Yes",4,7,9,"Protestant",3,2,3,1,3,1,FALSE,FALSE
1,"SE","Female",51,12,30,7,5,"Yes",6,5,8,"Other",2,3,1,1,0,0,FALSE,FALSE
0,"SE","Male",51,13,420,10,8,"No",8,10,7,"Protestant",1,4,2,1,5,1,FALSE,FALSE
0,"SE","Male",50,13,15,5,8,"Yes",5,5,10,"Protestant",3,3,2,1,5,1,FALSE,FALSE
0,"SE","Male",50,11,30,7,6,"Yes",5,7,8,"Protestant",3,2,2,1,6,1,FALSE,FALSE
0,"SE","Male",50,13,30,7,2,"Yes",7,8,8,"Protestant",3,3,4,1,5,1,FALSE,TRUE
1,"SE","Female",50,12,120,5,2,"Yes",1,3,10,"Protestant",5,1,2,0,5,1,FALSE,TRUE
0,"SE","Female",51,13,20,7,6,"Yes",9,9,8,"Protestant",4,4,2,1,5,1,FALSE,FALSE
0,"SE","Female",51,14,40,8,7,"Yes",6,7,10,"Protestant",3,3,1,1,5,1,FALSE,TRUE
0,"SE","Male",50,14,60,3,6,"Yes",6,6,7,"Islamic",2,1,1,1,4,1,FALSE,FALSE
0,"SE","Male",49,14,60,7,4,"Yes",7,8,8,"Protestant",3,2,3,1,3,1,FALSE,TRUE
1,"SE","Male",49,11,30,3,2,"Yes",3,4,8,"Protestant",3,3,4,1,1,1,FALSE,TRUE
1,"SE","Female",49,18,15,5,4,"No",3,4,10,"Protestant",4,5,2,1,6,1,FALSE,FALSE
0,"SE","Female",49,15,5,7,4,"Yes",4,7,9,"Protestant",4,4,3,1,5,1,FALSE,FALSE
0,"SE","Male",49,22,10,7,5,"Yes",7,8,7,"Other",2,3,1,1,3,0,FALSE,TRUE
0,"SE","Female",49,23,90,8,4,"Yes",8,8,7,"Protestant",2,3,2,1,3,1,FALSE,TRUE
0,"SE","Male",49,16,180,7,7,"Yes",7,8,9,"Protestant",3,1,1,0,3,1,FALSE,FALSE
0,"SE","Male",49,14,60,8,8,"Yes",7,9,8,"Protestant",3,2,3,1,7,1,FALSE,FALSE
0,"SE","Female",49,18,60,7,5,"Yes",6,8,8,"Protestant",3,1,2,1,6,1,FALSE,FALSE
1,"SE","Male",48,11,60,7,6,"Yes",3,3,9,"Protestant",3,2,2,1,5,1,FALSE,TRUE
0,"SE","Female",48,13,180,7,7,"Yes",8,8,9,"Protestant",3,1,1,1,4,0,FALSE,FALSE
0,"SE","Female",48,12,90,7,4,"Yes",6,8,8,"Protestant",2,4,2,1,6,1,FALSE,TRUE
0,"SE","Male",48,16,120,6,5,"Yes",3,1,10,"Other",3,1,1,1,5,1,FALSE,FALSE
0,"SE","Male",48,11,5,8,6,"Yes",6,7,10,"Protestant",3,2,2,1,8,1,FALSE,TRUE
1,"SE","Female",48,13,60,8,5,"Yes",5,8,10,"Protestant",3,3,1,1,2,1,FALSE,FALSE
0,"SE","Male",48,15,30,7,5,"Yes",5,5,8,"Protestant",3,3,3,0,5,1,TRUE,FALSE
1,"SE","Male",48,9,5,1,3,"Yes",2,0,9,"Other",3,3,2,1,0,1,FALSE,TRUE
1,"SE","Male",47,9,120,4,0,"Yes",5,2,5,"Islamic",2,2,5,0,5,1,FALSE,FALSE
0,"SE","Female",47,13,15,9,5,"Yes",5,7,9,"Protestant",2,2,2,1,6,0,FALSE,TRUE
0,"SE","Female",47,12,30,4,6,"Yes",7,6,6,"Roman Catholic",4,3,1,0,6,1,FALSE,FALSE
0,"SE","Female",47,12,90,7,6,"Yes",6,7,9,"Protestant",3,3,2,1,4,1,FALSE,FALSE
0,"SE","Male",47,13,60,8,6,"Yes",5,5,8,"Protestant",4,3,1,1,3,0,FALSE,TRUE
0,"SE","Female",47,11,5,6,4,"Yes",8,9,10,"Protestant",3,5,2,1,3,1,FALSE,TRUE
0,"SE","Female",47,13,15,8,5,"Yes",6,5,10,"Protestant",2,3,3,1,5,1,FALSE,FALSE
0,"SE","Male",47,13,120,5,5,"Yes",7,7,8,"Protestant",3,3,3,1,7,1,FALSE,TRUE
0,"SE","Male",47,16,60,5,3,"Yes",8,8,7,"Roman Catholic",2,4,2,1,5,1,FALSE,TRUE
0,"SE","Female",48,12,45,5,5,"Yes",8,10,10,"Protestant",3,2,2,1,5,1,FALSE,TRUE
1,"SE","Female",47,12,90,9,3,"Yes",5,4,10,"Protestant",3,2,2,1,2,1,FALSE,FALSE
0,"SE","Female",47,17,45,8,7,"Yes",8,10,7,"Protestant",3,5,2,1,6,1,FALSE,TRUE
0,"SE","Female",47,12,60,8,2,"Yes",5,10,10,"Other",2,3,1,1,5,1,FALSE,TRUE
0,"SE","Male",47,11,60,8,0,"Yes",6,6,10,"Protestant",2,3,2,1,3,1,FALSE,FALSE
0,"SE","Female",47,12,60,9,6,"Yes",4,10,10,"Protestant",3,2,1,0,2,1,FALSE,TRUE
0,"SE","Female",46,11,10,7,5,"Yes",4,9,10,"Protestant",3,1,1,1,4,1,FALSE,TRUE
1,"SE","Female",46,20,1,2,5,"Yes",8,10,10,"Protestant",5,2,1,1,2,1,FALSE,FALSE
0,"SE","Female",46,16,10,8,7,"Yes",7,9,8,"Protestant",3,3,2,1,8,1,FALSE,TRUE
1,"SE","Male",46,19,120,6,5,"Yes",2,4,10,"Other",2,2,3,1,5,1,FALSE,FALSE
0,"SE","Female",45,19,60,8,7,"Yes",7,9,10,"Protestant",3,2,2,1,4,1,FALSE,TRUE
0,"SE","Female",46,16,60,9,8,"Yes",9,10,8,"Protestant",2,2,1,1,10,1,FALSE,TRUE
0,"SE","Female",45,20,60,7,5,"Yes",6,9,6,"Protestant",3,4,2,1,4,1,FALSE,FALSE
