"leave","country_code","gender","age","years_education","news_consumption","trust_people","trust_politicians","past_vote","immig_econ","immig_culture","country_attach","religion","climate_change","imp_tradition","imp_equality","income","eu_integration","trade_union","unemployed","train"
0,"BE","Female",63,10,120,3,0,"Yes",4,3,8,"Roman Catholic",3,3,2,1,5,0,FALSE,TRUE
0,"BE","Female",25,17,90,8,8,"Yes",7,7,7,"Roman Catholic",4,2,3,0,8,0,FALSE,TRUE
1,"BE","Female",48,14,5,4,3,"Yes",3,3,8,"Roman Catholic",3,2,5,1,5,1,FALSE,TRUE
0,"BE","Male",30,15,120,7,7,"Yes",4,5,6,"Roman Catholic",3,3,3,0,4,0,FALSE,TRUE
0,"BE","Male",65,11,60,5,2,"Yes",2,3,3,"Roman Catholic",3,3,2,0,2,1,FALSE,FALSE
0,"BE","Male",56,18,240,5,7,"Yes",5,7,8,"Roman Catholic",4,2,2,0,5,1,FALSE,FALSE
0,"BE","Female",53,17,10,7,3,"Yes",7,8,7,"Roman Catholic",4,2,1,1,9,1,FALSE,TRUE
0,"BE","Male",62,12,30,7,4,"Yes",6,8,8,"Roman Catholic",3,3,2,0,7,0,FALSE,TRUE
0,"BE","Female",85,6,30,7,6,"Yes",5,5,10,"Roman Catholic",4,1,2,0,6,0,FALSE,FALSE
0,"BE","Female",42,21,15,6,0,"No",5,6,3,"Roman Catholic",3,2,2,1,5,0,FALSE,FALSE
0,"BE","Male",45,18,60,6,5,"Yes",5,5,5,"Roman Catholic",2,3,4,1,5,0,FALSE,FALSE
0,"BE","Female",72,14,45,6,6,"Yes",8,7,10,"Roman Catholic",2,2,2,0,8,0,FALSE,FALSE
0,"BE","Male",18,15,20,2,0,"No",10,10,8,"Islamic",2,2,2,1,5,0,FALSE,FALSE
0,"BE","Female",37,16,30,4,5,"Yes",6,7,8,"Roman Catholic",3,2,2,0,3,1,FALSE,TRUE
0,"BE","Female",28,23,15,5,4,"No",6,6,8,"Islamic",3,2,2,0,2,0,FALSE,TRUE
1,"BE","Female",32,13,30,7,5,"No",8,8,4,"Islamic",2,2,2,0,3,0,FALSE,TRUE
0,"BE","Female",65,14,150,7,5,"Yes",6,6,8,"Roman Catholic",3,2,2,1,5,1,FALSE,TRUE
0,"BE","Male",41,12,60,7,3,"Yes",6,6,2,"Roman Catholic",3,2,2,1,8,1,FALSE,FALSE
0,"BE","Female",63,15,30,7,5,"Yes",7,7,7,"Roman Catholic",4,2,2,0,6,0,FALSE,TRUE
0,"BE","Female",49,15,30,7,5,"Yes",4,6,9,"Roman Catholic",3,2,3,1,7,0,FALSE,FALSE
0,"BE","Female",36,17,60,5,5,"Yes",6,7,8,"Roman Catholic",3,3,3,1,3,0,FALSE,FALSE
0,"BE","Female",39,12,15,3,0,"Yes",9,6,10,"Islamic",1,3,2,1,2,1,FALSE,TRUE
0,"BE","Male",75,15,45,8,6,"Yes",5,8,7,"Other",5,3,1,1,5,0,FALSE,TRUE
0,"BE","Male",30,17,30,2,5,"Yes",8,6,7,"Other",3,3,1,1,3,0,FALSE,TRUE
1,"BE","Male",29,13,0,2,0,"Yes",0,0,0,"Roman Catholic",2,5,3,0,1,1,FALSE,FALSE
1,"BE","Female",29,14,30,5,0,"Yes",3,7,9,"Roman Catholic",3,2,2,1,1,1,FALSE,FALSE
0,"BE","Female",17,11,120,7,3,"No",3,4,5,"Roman Catholic",3,4,3,0,6,0,FALSE,TRUE
1,"BE","Male",45,12,60,5,3,"Yes",5,4,8,"Roman Catholic",2,1,2,0,3,0,FALSE,TRUE
1,"BE","Male",48,14,30,8,4,"Yes",7,3,3,"Roman Catholic",2,1,2,1,2,0,FALSE,FALSE
0,"BE","Female",61,12,90,8,5,"Yes",7,10,8,"Roman Catholic",3,2,1,1,7,1,FALSE,TRUE
1,"BE","Male",72,12,90,8,5,"Yes",6,5,8,"Roman Catholic",3,2,3,0,5,1,FALSE,TRUE
0,"BE","Male",18,12,15,6,2,"No",6,7,4,"Roman Catholic",3,3,3,0,2,0,FALSE,TRUE
0,"BE","Female",56,18,45,8,7,"Yes",7,7,8,"Roman Catholic",4,2,2,1,7,0,FALSE,FALSE
0,"BE","Male",77,9,90,3,2,"Yes",3,5,5,"Roman Catholic",3,2,2,0,2,1,FALSE,FALSE
1,"BE","Male",27,12,90,7,4,"Yes",1,7,7,"Roman Catholic",4,2,3,1,2,1,FALSE,TRUE
1,"BE","Female",56,7,30,6,3,"Yes",2,1,8,"Roman Catholic",3,3,3,1,0,1,FALSE,FALSE
0,"BE","Male",22,16,30,6,5,"Yes",1,7,8,"Roman Catholic",3,1,3,1,7,0,FALSE,FALSE
0,"BE","Male",28,15,15,7,3,"Yes",4,8,10,"Roman Catholic",4,2,2,1,5,1,FALSE,FALSE
0,"BE","Male",28,14,15,7,7,"Yes",7,6,7,"Roman Catholic",4,4,3,1,8,0,FALSE,FALSE
0,"BE","Female",43,15,60,7,7,"Yes",8,7,8,"Roman Catholic",3,2,2,1,5,1,FALSE,FALSE
1,"BE","Male",54,12,15,4,5,"Yes",3,4,6,"Roman Catholic",3,2,3,0,2,1,FALSE,FALSE
0,"BE","Male",50,17,90,8,4,"No",5,7,7,"Roman Catholic",3,2,2,1,8,0,FALSE,TRUE
0,"BE","Female",54,15,30,6,3,"Yes",6,4,8,"Roman Catholic",3,2,2,1,7,0,FALSE,FALSE
0,"BE","Female",53,15,30,5,6,"Yes",3,5,7,"Roman Catholic",3,2,1,0,7,1,FALSE,FALSE
0,"BE","Female",33,20,30,8,6,"Yes",8,10,6,"Roman Catholic",5,3,1,0,10,0,FALSE,FALSE
0,"BE","Female",55,21,60,6,4,"Yes",5,6,8,"Roman Catholic",3,1,1,1,6,0,FALSE,TRUE
0,"BE","Female",32,19,30,4,0,"Yes",6,7,8,"Roman Catholic",4,2,2,1,6,1,FALSE,TRUE
0,"BE","Female",53,18,45,5,4,"Yes",5,5,3,"Roman Catholic",5,5,1,1,9,0,FALSE,TRUE
0,"BE","Female",72,12,90,5,5,"Yes",6,7,10,"Roman Catholic",3,2,1,0,7,0,FALSE,FALSE
0,"BE","Female",30,15,20,2,6,"Yes",6,9,9,"Roman Catholic",3,3,2,1,6,1,FALSE,TRUE
1,"BE","Female",42,12,60,7,5,"Yes",5,6,7,"Roman Catholic",1,1,2,1,5,1,FALSE,FALSE
1,"BE","Female",41,15,120,6,7,"No",5,9,9,"Islamic",4,1,2,0,1,0,FALSE,TRUE
0,"BE","Female",73,7,15,5,5,"Yes",6,5,6,"Roman Catholic",3,1,2,0,6,0,FALSE,TRUE
0,"BE","Female",62,11,90,6,2,"Yes",5,6,8,"Roman Catholic",4,3,1,0,4,1,FALSE,FALSE
0,"BE","Male",38,17,15,7,6,"Yes",6,6,8,"Roman Catholic",2,3,3,1,9,0,FALSE,FALSE
0,"BE","Male",76,14,60,7,8,"Yes",6,5,7,"Roman Catholic",3,2,2,0,7,1,FALSE,FALSE
0,"BE","Male",79,13,120,5,3,"Yes",5,7,9,"Roman Catholic",3,2,2,1,2,1,FALSE,FALSE
0,"BE","Female",62,15,120,6,4,"Yes",6,7,7,"Roman Catholic",3,2,3,1,6,0,FALSE,TRUE
0,"BE","Female",36,18,15,4,4,"Yes",4,6,8,"Roman Catholic",2,2,4,1,7,1,FALSE,TRUE
0,"BE","Male",72,12,60,8,8,"Yes",7,7,9,"Roman Catholic",3,2,3,1,6,1,FALSE,TRUE
0,"BE","Male",54,15,45,7,6,"Yes",6,7,8,"Roman Catholic",4,2,2,1,9,0,FALSE,TRUE
0,"BE","Female",55,14,45,5,2,"Yes",6,6,6,"Roman Catholic",3,3,1,0,6,0,FALSE,FALSE
0,"BE","Female",47,17,30,2,5,"Yes",5,8,9,"Roman Catholic",3,1,1,1,7,0,FALSE,TRUE
0,"BE","Female",21,14,300,3,3,"Yes",4,6,5,"Islamic",4,2,3,0,1,0,TRUE,FALSE
0,"BE","Female",76,12,30,5,0,"Yes",3,3,10,"Roman Catholic",3,2,2,0,3,0,FALSE,TRUE
0,"BE","Female",49,13,60,6,6,"Yes",6,7,8,"Roman Catholic",4,2,1,1,6,1,FALSE,TRUE
1,"BE","Male",64,10,60,8,4,"Yes",3,2,8,"Roman Catholic",3,3,2,0,2,0,FALSE,FALSE
0,"BE","Male",56,19,75,8,7,"Yes",7,7,9,"Roman Catholic",4,2,2,1,8,1,FALSE,TRUE
1,"BE","Female",69,10,60,5,0,"Yes",4,5,2,"Roman Catholic",3,2,2,0,10,1,FALSE,TRUE
0,"BE","Male",31,21,12,1,3,"Yes",7,7,7,"Roman Catholic",3,3,3,1,4,1,FALSE,FALSE
0,"BE","Female",69,12,45,4,5,"Yes",7,5,8,"Roman Catholic",3,2,2,1,4,0,FALSE,FALSE
0,"BE","Female",54,11,180,4,3,"Yes",4,5,5,"Roman Catholic",2,2,3,0,3,1,FALSE,FALSE
0,"BE","Female",79,9,90,0,0,"Yes",5,3,10,"Roman Catholic",2,3,1,0,0,1,FALSE,FALSE
0,"BE","Male",67,16,30,2,2,"Yes",7,7,7,"Roman Catholic",3,3,2,1,5,1,FALSE,TRUE
0,"BE","Male",17,12,60,0,3,"No",9,5,2,"Islamic",3,2,2,1,5,0,FALSE,TRUE
0,"BE","Female",83,11,120,8,7,"Yes",6,7,8,"Roman Catholic",3,2,2,0,8,1,FALSE,TRUE
0,"BE","Male",79,9,120,7,6,"Yes",2,3,8,"Roman Catholic",3,1,1,0,7,1,FALSE,FALSE
0,"BE","Male",67,17,90,6,6,"Yes",8,8,6,"Roman Catholic",4,3,2,1,3,1,FALSE,TRUE
0,"BE","Female",39,16,30,5,6,"Yes",6,7,8,"Roman Catholic",4,2,2,1,5,1,FALSE,FALSE
0,"BE","Female",83,7,60,7,1,"Yes",1,4,9,"Roman Catholic",3,1,1,0,3,1,FALSE,TRUE
0,"BE","Male",55,10,30,5,2,"Yes",2,3,7,"Roman Catholic",2,2,2,1,2,0,FALSE,FALSE
0,"BE","Female",61,16,3,3,2,"Yes",0,5,7,"Roman Catholic",2,2,1,1,8,0,FALSE,FALSE
0,"BE","Male",67,11,120,4,4,"Yes",3,5,10,"Roman Catholic",4,3,4,0,1,1,FALSE,FALSE
0,"BE","Male",52,19,60,4,2,"Yes",7,7,5,"Roman Catholic",4,4,1,1,5,0,FALSE,FALSE
1,"BE","Male",64,12,150,0,3,"Yes",5,6,2,"Roman Catholic",3,2,1,1,2,1,FALSE,FALSE
0,"BE","Male",66,14,15,6,6,"Yes",7,6,7,"Roman Catholic",3,2,1,0,7,1,FALSE,FALSE
0,"BE","Male",23,15,50,7,4,"Yes",3,8,3,"Other",4,2,2,1,7,0,FALSE,TRUE
0,"BE","Male",58,17,60,8,6,"No",7,9,8,"Roman Catholic",2,3,2,1,9,0,FALSE,FALSE
0,"BE","Female",90,11,10,6,5,"Yes",5,7,4,"Roman Catholic",4,2,2,0,5,0,FALSE,TRUE
0,"BE","Male",66,10,30,6,0,"Yes",6,6,5,"Roman Catholic",4,2,2,1,10,1,FALSE,TRUE
0,"BE","Female",42,19,5,6,0,"Yes",5,10,4,"Protestant",3,1,2,1,5,1,FALSE,FALSE
0,"BE","Female",82,7,60,6,5,"Yes",7,7,9,"Roman Catholic",3,3,2,0,5,0,FALSE,TRUE
0,"BE","Female",76,3,30,2,5,"Yes",0,2,10,"Roman Catholic",3,1,1,0,8,1,FALSE,TRUE
0,"BE","Male",80,10,120,7,5,"Yes",4,6,8,"Roman Catholic",3,2,1,0,4,0,FALSE,TRUE
0,"BE","Male",64,15,45,4,6,"No",6,5,9,"Protestant",3,3,1,1,7,1,FALSE,TRUE
1,"BE","Male",55,16,30,4,6,"Yes",7,7,7,"Islamic",3,2,1,0,2,1,FALSE,TRUE
0,"BE","Female",40,11,30,0,0,"Yes",6,6,5,"Roman Catholic",3,4,5,0,2,1,FALSE,TRUE
0,"BE","Female",19,11,10,5,5,"No",9,9,5,"Roman Catholic",4,1,2,0,7,1,FALSE,TRUE
0,"BE","Male",40,19,30,5,5,"Yes",5,8,7,"Roman Catholic",3,2,2,1,8,1,FALSE,FALSE
0,"BE","Female",56,21,300,5,3,"Yes",5,7,5,"Roman Catholic",5,2,1,1,4,1,FALSE,TRUE
0,"BE","Female",27,14,30,3,4,"Yes",4,8,6,"Islamic",2,2,2,1,4,1,FALSE,TRUE
0,"BE","Male",64,11,60,7,5,"No",7,8,10,"Roman Catholic",3,2,1,0,7,0,FALSE,TRUE
1,"BE","Male",34,11,60,8,1,"Yes",7,3,0,"Islamic",4,2,2,0,0,1,FALSE,TRUE
1,"BE","Male",27,12,35,6,7,"Yes",6,8,9,"Islamic",3,2,1,1,3,1,FALSE,TRUE
0,"BE","Female",80,9,90,10,3,"Yes",3,6,8,"Roman Catholic",5,2,2,0,4,1,FALSE,TRUE
0,"BE","Male",77,15,30,8,6,"Yes",7,7,6,"Roman Catholic",4,2,2,0,7,0,FALSE,TRUE
0,"BE","Female",48,13,900,7,5,"Yes",1,4,8,"Roman Catholic",3,2,3,0,3,1,FALSE,FALSE
0,"BE","Male",49,13,15,7,4,"Yes",3,3,5,"Roman Catholic",4,2,2,1,2,0,FALSE,FALSE
0,"BE","Female",50,12,30,6,5,"No",6,7,7,"Roman Catholic",2,3,2,1,5,1,FALSE,FALSE
0,"BE","Female",45,17,30,8,6,"Yes",8,8,9,"Roman Catholic",3,2,2,1,10,1,FALSE,TRUE
0,"BE","Female",41,14,180,2,6,"No",8,7,8,"Other",4,1,3,0,7,0,FALSE,FALSE
0,"BE","Male",17,11,60,6,4,"No",0,1,4,"Roman Catholic",4,1,2,1,5,0,FALSE,FALSE
0,"BE","Female",44,17,20,6,5,"Yes",6,7,7,"Roman Catholic",4,5,1,1,7,1,FALSE,TRUE
0,"BE","Female",49,25,60,8,6,"Yes",10,10,7,"Roman Catholic",4,2,1,1,8,0,FALSE,TRUE
0,"BE","Male",25,13,60,7,6,"Yes",7,8,8,"Roman Catholic",3,1,2,1,6,0,FALSE,TRUE
1,"BE","Male",74,5,15,5,0,"Yes",0,0,7,"Roman Catholic",4,1,1,1,2,1,FALSE,FALSE
0,"BE","Male",19,12,10,5,1,"No",7,6,7,"Islamic",4,1,1,0,5,0,FALSE,FALSE
0,"BE","Female",72,9,20,4,4,"Yes",2,3,8,"Roman Catholic",4,2,2,0,5,1,FALSE,FALSE
0,"BE","Male",79,8,75,7,4,"Yes",5,3,5,"Other",2,2,3,1,5,0,FALSE,FALSE
0,"BE","Female",27,23,30,3,6,"No",7,8,8,"Islamic",3,2,1,1,5,0,FALSE,FALSE
0,"BE","Female",23,16,15,2,6,"No",7,7,5,"Other",3,2,2,0,3,0,FALSE,TRUE
0,"BE","Male",17,10,30,6,5,"No",5,6,6,"Islamic",3,2,2,1,5,0,FALSE,TRUE
0,"BE","Male",63,17,60,4,5,"Yes",7,8,8,"Roman Catholic",4,4,1,1,6,1,FALSE,TRUE
1,"BE","Male",25,20,55,6,7,"Yes",5,7,9,"Roman Catholic",3,3,2,0,6,0,TRUE,FALSE
0,"BE","Male",73,8,150,0,8,"Yes",0,5,9,"Roman Catholic",4,2,2,0,8,1,FALSE,FALSE
1,"BE","Female",79,13,45,0,5,"Yes",3,7,7,"Roman Catholic",3,2,1,1,2,0,FALSE,TRUE
0,"BE","Female",66,15,165,6,3,"Yes",5,6,7,"Roman Catholic",3,2,2,1,7,0,FALSE,FALSE
0,"BE","Female",40,3,45,5,2,"Yes",4,5,8,"Roman Catholic",2,2,2,1,6,1,FALSE,TRUE
0,"BE","Male",65,15,10,8,2,"Yes",7,2,8,"Islamic",3,1,2,0,4,1,FALSE,FALSE
0,"BE","Female",50,0,0,4,5,"Yes",6,9,8,"Islamic",2,1,2,1,5,0,FALSE,TRUE
0,"BE","Male",39,15,15,2,6,"Yes",5,7,2,"Roman Catholic",3,2,3,1,7,0,FALSE,FALSE
0,"BE","Female",45,12,30,5,3,"Yes",5,5,5,"Roman Catholic",4,5,2,1,5,1,FALSE,TRUE
0,"BE","Female",45,18,30,3,6,"No",5,7,5,"Roman Catholic",3,3,2,1,0,1,FALSE,FALSE
0,"BE","Male",29,17,10,8,5,"Yes",5,8,7,"Roman Catholic",5,1,2,1,7,0,FALSE,TRUE
0,"BE","Female",19,17,10,6,5,"No",7,8,8,"Roman Catholic",3,2,1,1,7,0,FALSE,TRUE
0,"BE","Female",37,13,15,7,6,"Yes",3,3,4,"Roman Catholic",3,4,2,0,3,0,FALSE,TRUE
0,"BE","Male",43,17,30,5,3,"Yes",5,9,8,"Islamic",4,3,2,0,7,1,FALSE,TRUE
0,"BE","Female",75,22,30,6,6,"Yes",7,6,8,"Roman Catholic",4,2,2,0,7,1,FALSE,FALSE
0,"BE","Female",53,12,60,4,4,"Yes",5,6,8,"Other",4,2,2,1,3,0,FALSE,FALSE
0,"BE","Male",39,17,120,7,6,"Yes",8,10,9,"Roman Catholic",2,3,2,1,3,0,FALSE,TRUE
1,"BE","Female",27,19,0,3,0,"Yes",7,8,7,"Islamic",3,1,1,1,2,1,FALSE,FALSE
0,"BE","Female",64,12,60,5,2,"Yes",5,2,5,"Roman Catholic",2,3,3,0,5,0,FALSE,FALSE
0,"BE","Male",52,13,15,5,2,"Yes",1,8,10,"Roman Catholic",4,2,2,1,6,1,FALSE,TRUE
0,"BE","Female",36,12,30,8,6,"Yes",2,5,9,"Roman Catholic",4,2,2,1,1,1,FALSE,FALSE
0,"BE","Female",47,18,45,8,7,"Yes",7,8,8,"Roman Catholic",4,3,3,1,8,1,FALSE,TRUE
0,"BE","Male",67,16,70,5,5,"Yes",7,6,9,"Roman Catholic",4,2,3,0,3,0,FALSE,TRUE
0,"BE","Female",50,13,90,7,7,"Yes",6,6,8,"Roman Catholic",3,2,3,1,6,1,FALSE,TRUE
1,"BE","Female",56,15,30,5,0,"Yes",0,0,10,"Roman Catholic",3,1,2,1,5,1,FALSE,TRUE
0,"BE","Female",55,18,30,7,5,"No",7,7,3,"Protestant",4,3,2,1,7,1,FALSE,TRUE
0,"BE","Female",51,15,45,2,5,"Yes",5,7,10,"Roman Catholic",3,3,2,1,5,1,FALSE,FALSE
1,"BE","Male",77,9,90,0,0,"Yes",0,4,3,"Roman Catholic",2,2,2,0,5,1,FALSE,TRUE
0,"BE","Female",37,19,30,9,6,"Yes",7,7,5,"Roman Catholic",3,2,2,1,5,0,FALSE,TRUE
0,"BE","Female",20,13,60,2,5,"No",5,5,4,"Roman Catholic",4,1,2,1,5,0,FALSE,FALSE
0,"BE","Male",52,12,60,3,2,"Yes",2,5,7,"Roman Catholic",3,4,2,0,2,0,FALSE,FALSE
0,"BE","Male",67,9,120,8,8,"Yes",4,2,5,"Roman Catholic",3,1,1,0,5,0,FALSE,FALSE
0,"BE","Male",29,19,90,7,5,"Yes",8,9,9,"Roman Catholic",2,3,2,0,5,1,TRUE,TRUE
1,"BE","Female",31,11,150,2,1,"No",3,9,7,"Islamic",4,2,2,0,0,0,FALSE,TRUE
1,"BE","Male",56,14,90,7,6,"Yes",7,7,8,"Roman Catholic",4,2,2,0,4,1,FALSE,FALSE
0,"BE","Female",48,15,150,7,5,"Yes",7,7,8,"Roman Catholic",2,2,1,0,7,1,FALSE,TRUE
0,"BE","Female",44,18,60,6,5,"Yes",7,7,8,"Islamic",4,3,1,0,5,0,FALSE,FALSE
0,"BE","Female",41,16,15,3,5,"No",6,7,5,"Roman Catholic",3,2,3,1,4,1,FALSE,FALSE
0,"BE","Female",62,16,270,3,5,"Yes",8,4,10,"Roman Catholic",3,3,2,0,1,1,FALSE,TRUE
0,"BE","Female",78,12,180,8,6,"Yes",5,6,10,"Roman Catholic",3,3,3,0,5,0,FALSE,TRUE
1,"BE","Female",67,9,120,2,0,"Yes",1,3,8,"Roman Catholic",3,2,3,0,3,0,FALSE,TRUE
0,"BE","Female",26,17,20,5,5,"Yes",8,8,8,"Roman Catholic",3,2,2,1,10,0,FALSE,TRUE
0,"BE","Female",73,11,40,7,7,"Yes",7,6,8,"Roman Catholic",3,2,2,0,7,0,FALSE,FALSE
1,"BE","Female",46,12,15,2,2,"Yes",1,1,8,"Roman Catholic",3,3,2,1,1,1,FALSE,FALSE
1,"BE","Male",52,18,30,0,3,"Yes",10,8,10,"Roman Catholic",3,1,1,1,0,0,FALSE,TRUE
0,"BE","Female",78,10,30,7,6,"Yes",5,4,10,"Roman Catholic",2,3,3,0,5,0,FALSE,TRUE
0,"BE","Female",25,14,60,4,2,"Yes",2,5,9,"Roman Catholic",3,1,1,0,2,1,FALSE,TRUE
0,"BE","Female",16,10,20,2,3,"No",4,5,4,"Other",3,3,1,0,5,0,FALSE,FALSE
0,"BE","Male",69,13,60,5,5,"Yes",6,5,9,"Roman Catholic",2,2,3,0,9,0,FALSE,TRUE
0,"BE","Female",32,21,0,4,5,"Yes",5,5,9,"Roman Catholic",4,2,1,0,4,1,FALSE,FALSE
1,"BE","Female",41,15,30,5,4,"Yes",5,3,8,"Roman Catholic",4,1,2,1,10,1,FALSE,TRUE
0,"BE","Female",54,15,120,5,7,"Yes",0,2,8,"Roman Catholic",2,3,1,1,7,1,FALSE,TRUE
0,"BE","Female",63,10,30,6,5,"Yes",5,6,6,"Roman Catholic",5,1,2,1,1,1,FALSE,FALSE
0,"BE","Male",70,16,60,3,3,"Yes",3,2,0,"Roman Catholic",3,3,2,1,4,1,FALSE,TRUE
0,"BE","Male",34,14,30,5,5,"Yes",8,6,8,"Islamic",4,2,2,1,7,1,FALSE,TRUE
0,"BE","Female",43,10,60,5,3,"Yes",0,5,8,"Roman Catholic",3,1,1,0,5,1,FALSE,TRUE
0,"BE","Female",27,17,30,8,5,"Yes",2,5,7,"Roman Catholic",3,2,3,1,3,0,FALSE,FALSE
0,"BE","Male",17,10,60,3,3,"No",5,5,9,"Islamic",4,2,1,0,9,0,TRUE,TRUE
0,"BE","Male",68,11,30,0,2,"Yes",4,5,4,"Roman Catholic",2,3,2,0,5,1,FALSE,TRUE
0,"BE","Female",56,10,30,4,0,"Yes",2,6,7,"Roman Catholic",3,2,1,0,3,1,FALSE,FALSE
0,"BE","Female",36,12,60,5,9,"Yes",5,7,9,"Roman Catholic",5,3,1,0,6,1,FALSE,FALSE
0,"BE","Male",79,7,20,2,1,"Yes",0,2,5,"Roman Catholic",4,1,2,1,0,0,FALSE,FALSE
0,"BE","Female",64,11,30,6,5,"Yes",3,7,10,"Roman Catholic",3,3,1,0,0,0,FALSE,TRUE
1,"BE","Female",62,10,90,7,2,"Yes",2,2,9,"Roman Catholic",1,1,5,0,1,1,FALSE,FALSE
0,"BE","Female",44,15,30,8,5,"Yes",7,8,9,"Roman Catholic",2,3,1,1,10,1,FALSE,TRUE
0,"BE","Female",51,12,60,5,0,"No",7,9,8,"Other",5,1,1,0,7,1,TRUE,FALSE
1,"BE","Female",79,8,130,6,4,"Yes",1,3,0,"Roman Catholic",3,2,3,0,1,0,FALSE,FALSE
0,"BE","Male",40,16,30,6,4,"Yes",3,6,7,"Roman Catholic",2,2,4,1,5,0,FALSE,TRUE
0,"BE","Female",63,16,45,6,5,"Yes",6,7,9,"Roman Catholic",3,2,2,1,8,0,FALSE,FALSE
0,"BE","Female",65,14,90,8,6,"Yes",5,6,7,"Roman Catholic",4,2,2,0,8,0,FALSE,FALSE
0,"BE","Female",36,15,45,6,5,"Yes",7,7,9,"Roman Catholic",4,2,1,0,8,1,FALSE,FALSE
0,"BE","Female",66,13,30,3,3,"No",5,5,5,"Other",2,3,1,0,5,1,FALSE,TRUE
0,"BE","Male",61,16,90,6,5,"Yes",7,8,6,"Roman Catholic",4,5,3,1,3,1,FALSE,FALSE
0,"BE","Female",30,15,10,6,7,"Yes",9,10,9,"Roman Catholic",4,1,2,1,9,0,FALSE,TRUE
1,"BE","Male",45,16,60,8,5,"Yes",7,7,6,"Roman Catholic",4,3,1,1,5,0,FALSE,FALSE
0,"BE","Female",21,14,60,4,3,"Yes",3,4,6,"Roman Catholic",2,3,5,1,3,1,FALSE,FALSE
0,"BE","Female",21,15,60,7,6,"Yes",6,6,8,"Roman Catholic",4,3,2,1,3,0,TRUE,FALSE
0,"BE","Male",74,12,60,5,0,"Yes",3,5,0,"Roman Catholic",1,3,1,0,7,1,FALSE,FALSE
0,"BE","Male",27,17,30,7,5,"Yes",9,5,9,"Roman Catholic",3,2,3,1,8,0,FALSE,FALSE
0,"BE","Male",25,17,60,8,5,"Yes",7,9,8,"Roman Catholic",4,4,3,1,8,0,FALSE,FALSE
0,"BE","Male",39,9,60,6,5,"Yes",5,5,6,"Islamic",3,2,2,0,8,0,FALSE,TRUE
0,"BE","Male",34,15,120,5,2,"No",7,8,7,"Roman Catholic",3,4,2,1,4,0,FALSE,FALSE
0,"BE","Male",45,17,60,8,6,"Yes",8,7,8,"Roman Catholic",4,2,2,1,9,0,FALSE,TRUE
0,"BE","Male",70,10,60,4,5,"Yes",5,5,8,"Roman Catholic",3,3,2,0,5,0,FALSE,TRUE
0,"BE","Female",41,18,20,2,0,"Yes",0,1,5,"Roman Catholic",2,2,3,0,5,1,FALSE,FALSE
0,"BE","Male",48,24,90,5,1,"No",8,8,4,"Roman Catholic",3,2,2,1,10,0,FALSE,FALSE
0,"BE","Male",68,50,10,6,4,"Yes",5,3,1,"Roman Catholic",2,5,2,1,6,0,FALSE,TRUE
0,"BE","Female",34,6,10,10,5,"No",5,0,10,"Other",3,2,3,0,10,0,FALSE,FALSE
0,"BE","Male",60,18,60,8,7,"Yes",6,6,7,"Roman Catholic",4,3,2,1,5,1,FALSE,TRUE
0,"BE","Female",62,12,90,4,3,"Yes",5,6,7,"Roman Catholic",2,2,1,0,7,1,FALSE,FALSE
0,"BE","Male",26,14,45,5,6,"Yes",7,4,6,"Roman Catholic",4,1,2,0,7,1,FALSE,FALSE
0,"BE","Male",53,17,37,6,1,"Yes",6,7,6,"Roman Catholic",3,2,2,1,10,0,FALSE,FALSE
0,"BE","Female",39,18,60,6,5,"Yes",7,7,7,"Roman Catholic",4,3,2,1,4,0,FALSE,TRUE
0,"BE","Male",48,15,10,7,0,"Yes",0,1,8,"Islamic",5,2,2,1,0,1,FALSE,TRUE
0,"BE","Male",38,22,120,8,6,"Yes",8,7,4,"Roman Catholic",4,4,3,1,9,0,FALSE,TRUE
0,"BE","Male",61,14,75,8,5,"Yes",6,7,7,"Roman Catholic",4,2,2,1,7,1,FALSE,TRUE
0,"BE","Female",20,12,10,6,6,"Yes",4,6,7,"Roman Catholic",4,3,1,1,6,0,FALSE,FALSE
0,"BE","Male",72,14,60,7,7,"Yes",5,7,5,"Roman Catholic",2,3,2,1,0,0,FALSE,FALSE
0,"BE","Female",27,19,5,7,6,"Yes",5,8,5,"Roman Catholic",3,2,2,1,6,0,FALSE,TRUE
0,"BE","Male",91,17,180,5,5,"Yes",3,3,7,"Roman Catholic",3,2,1,0,10,1,FALSE,TRUE
0,"BE","Female",83,10,120,7,5,"Yes",6,5,8,"Roman Catholic",3,1,2,0,7,0,FALSE,FALSE
0,"BE","Female",69,9,45,2,4,"Yes",1,1,9,"Roman Catholic",2,1,2,0,5,1,FALSE,FALSE
0,"BE","Female",18,12,30,8,5,"No",5,7,6,"Islamic",3,1,1,1,5,0,FALSE,FALSE
0,"BE","Male",35,14,10,3,3,"Yes",8,8,8,"Islamic",4,2,2,0,2,1,FALSE,FALSE
1,"BE","Male",33,12,20,0,0,"No",5,5,0,"Other",3,6,3,0,0,1,TRUE,TRUE
1,"BE","Female",68,8,60,4,3,"Yes",3,4,7,"Roman Catholic",3,2,2,0,3,1,FALSE,FALSE
0,"BE","Female",77,14,60,6,6,"Yes",6,7,9,"Roman Catholic",3,2,2,1,4,0,FALSE,FALSE
0,"BE","Male",58,14,180,4,2,"Yes",2,4,6,"Roman Catholic",3,3,3,0,1,1,FALSE,FALSE
